storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
3e367772-58da-49b5-896f-141e09ff72f1,Debbie menemukan cara untuk meringankan kesepian,Debbie merasa sedih dan kesepian setelah perceraiannya.,Putranya sudah dewasa dan tinggal di negara bagian lain.,Rumah itu terasa terlalu kosong dengan hanya Debbie yang tinggal di sana.,Debbie mengikuti saran teman untuk mendapatkan anjing atau kucing.,Dia tidak pernah menyadari mendapatkan hewan peliharaan bisa membuat perbedaan besar.
4612c7ac-8d0f-432c-bc16-4eb045cdc27f,Pernikahan,Hari ini sepupu saya akan menikah.,Dia telah mengenal tunangannya selama 3 tahun.,Mereka memutuskan bahwa mereka akan menikah di kilang anggur.,Pernikahan akan kecil.,Mereka akan memiliki pernikahan yang mereka inginkan.
de30eec2-99c6-4ed2-8e63-d9c5349b696d,Ditipu,Rekan kerja saya bertunangan pada tahun 2007.,Dia telah berkencan dengan seorang paramedis selama beberapa bulan.,Dia memberinya cincin pertunangan yang sangat besar.,Beberapa bulan kemudian dia tahu dia selingkuh.,Dia mengembalikan ring dan membatalkan pertunangan.
d292fd66-e8e1-4e2b-833c-a08b9ed0c8b2,Sup ayam,Marvin dan Mary sudah menikah.,Mereka berdua sakit pada saat yang sama.,Saya bertanya apa yang bisa saya lakukan untuk membantu mereka.,Mereka meminta saya untuk membuatkan sup ayam.,Saya membuat sup ayam dan mereka merasa lebih baik sekarang.
0385ea85-5ace-4870-bd62-867a2ec57b0f,Cinta di email pertama,Chad tinggal di Australia sepanjang hidupnya.,Suatu hari dia secara keliru mengirim email ke Renee di Amerika.,Keduanya mulai bertukar email dan saling mengenal.,"Beberapa minggu kemudian, Renee melakukan perjalanan ke Australia untuk bertemu Chad.",Pasangan itu telah menikah dengan bahagia dan tinggal di Sydney sejak itu.
ca0e3aaa-bd0b-48ea-8ce0-305b598fbb16,Kesuksesan,Kia sudah setengah lusin kencan buta.,Dia melelahkan seluruh proses.,Kemudian saudara perempuannya menjebaknya dengan pria yang baik.,"Dia lucu, lucu, sukses - semua yang diinginkan Kia!",Dia senang akhirnya menemukan kesuksesan dalam kencan buta!
79d97a67-4c42-4c98-b8c4-7f3251ce87ac,Kencan kilat,Warren berkencan dengan kecepatan satu malam.,Dia memberi tahu seorang gadis ini sedikit tentang dirinya sendiri.,Dia sangat imut dan mereka memiliki banyak kesamaan.,Dia tidak tertarik padanya.,Warren merasa putus asa dan menyerah mencari cinta.
91098879-6e80-46e7-9641-880d29a7f716,Cincin pertunangan,Norman telah membeli cincin pertunangan untuk pacarnya.,Dia akan memintanya untuk menikah dengannya.,Pacar Norman putus dengannya sebelum dia bertanya kepadanya.,Dia kembali ke toko perhiasan.,Norman mengembalikan cincin itu.
ae4c3555-c46f-47ba-8e3e-970e5bb195e4,Pasangan yang bahagia,Jake bertemu Joanie ketika mereka masih kecil.,Mereka tinggal di seberang jalan dari satu sama lain di kota yang sama.,"Seiring bertambahnya usia, keduanya menjadi teman terbaik.","Sekarang sebagai orang dewasa, keduanya telah berkencan dan memiliki rencana untuk menikah.",Keduanya menjadi pasangan yang bahagia.
48129a16-c551-4475-885e-1c7812cbae66,Hari yang sulit,Sahabat saya menelepon saya dengan berita mengerikan.,Dia menemukan pacarnya selingkuh dan membutuhkan saya untuk pergi.,Saya membawa lebih dari dua botol anggur dan kami mulai mengobrol.,Saya tahu dia patah hati.,"Itu akan menjadi malam yang panjang, tapi itulah gunanya teman."
a22eea49-167f-45a6-b308-21e978f417f3,Itu anak laki-laki,Mike dan Mary sangat jatuh cinta.,Mereka telah bersama selama 10 tahun dan baru saja menikah.,"Beberapa bulan setelah bulan madu mereka, Mary memiliki kejutan untuk Mike.",Dia hamil.,Mary memiliki USG dan mengungkapkan bahwa dia memiliki anak laki -laki.
4ea5ddcd-3949-40ac-8290-54df19dfb583,gantungan kunci,Saya dan pacar saya telah berkencan selama tiga tahun.,Kami pertama kali melihat di mal.,"Ketika saya memasuki toko untuk ponsel, saya melihat dia membeli telepon juga.",Lalu dia melihat saya dan dia memperhatikan rantai kunci saya.,Dia menunjukkan rantai kuncinya kepada saya dan kami memiliki hal yang sama.
e2c61ce9-a3ae-4c9d-8d52-0424172bc724,Perhiasan,Julie menyukai perhiasan.,Dia bermimpi membuat karier darinya.,"Tapi, dia menikah, punya 5 anak, dan terlalu sibuk.","Suatu hari, dia mulai menjual perhiasan di pameran.","Akhirnya, dia bisa membuka tokonya sendiri!"
460b309e-a9a1-4619-9ece-7387c71cda32,Proposal pernikahan,Cindy dan Josh telah berkencan selama 3 tahun.,Josh siap melamarnya.,Dia mengambil cincin.,Suatu malam dia mengajaknya jalan -jalan.,Saat keluar dia muncul pertanyaan dan dia menjawab ya.
5175265f-0d76-441d-9bf4-ea52277a08a6,Badut di sekitar,Miranda adalah tindakan pembukaan untuk sirkus lokal di kota saya.,Dia menyanyikan lagu kebangsaan untuk memulai pertunjukan.,"Blake, yang merupakan badut di sirkus, mencintai suara Miranda.",Suatu malam Blake mengajak Miranda berkencan.,Blake yang malang tidak menyadari bahwa Miranda sudah menikah!
0a05c90a-5fff-462d-8f7e-358874162a95,Proposal sederhana,Jane ingin proposal calon tunangannya menjadi sempurna.,Setiap hari dia melatihnya tentang bagaimana dia harus melamar.,"Dia tidak keberatan, karena dia suka menjadi bos.","Ketika dia akhirnya melamar, itu hanya bagaimana Jane memimpikannya.",Mereka menikah dan hidup bahagia selamanya.
b6be0939-f9b4-47ba-a38d-01a2865a432b,Laba -laba,Jessica dan Tom menikah dengan bahagia.,Suatu hari Jessica melihat laba -laba di rumah mereka.,Dia menjadi sangat kesal.,Tom membunuh laba -laba.,Jessica menjadi sangat senang bahwa Tom membunuh laba -laba itu.
398425a3-e2e5-4b0a-b602-b52519326a52,Gaun,Tom dan Beth menikah dengan bahagia.,Tom ingin membawa Beth ke suatu tempat yang bagus.,Tom mengejutkannya dengan membuat reservasi restoran yang mahal.,Beth senang tapi bersikeras membeli gaun baru untuk dihadiri.,Tom membelikannya gaun itu dan mereka makan malam yang enak.
f1ac7cd3-d284-4244-8ce1-bec478df7a6d,Perjalanan panjang,Mark memutuskan bahwa dia akan bepergian ke seluruh negeri.,Dia memutuskan bahwa dia akan mulai berjalan di pagi hari.,Dia akhirnya berjalan selama 24 jam berturut -turut tanpa berhenti.,Dia bertemu seorang wanita selama perjalanannya yang mengagumi tekadnya.,"Setelah dia berhasil di seluruh negeri, dia menikah dengan wanita yang dia temui."
070a73ec-2013-42a7-861a-f6593e1d91a6,Gaun pengantin,Sandy akan menikah.,Dia merawat segalanya kecuali gaun itu.,Dia telah pergi ke banyak tempat.,Dia akhirnya memutuskan untuk membuat seseorang berhasil.,Sandy memiliki gaun yang sempurna.
500fe4a4-f7c4-4f46-96ee-e010467b069f,Seluncur es,Tom dan Beth berkencan.,Tom ingin pergi kencan yang menyenangkan.,Tom menyarankan seluncur es.,Kencannya sangat bersemangat dan mereka bermain seluncur es.,Tom dan Beth tumbuh lebih dekat selama tanggal skating es mereka.
a2d918c9-59cd-40ef-af58-759bd7d59aa2,Hari pernikahan,Laury dan Derek menikah Januari lalu.,Mereka memiliki upacara yang hebat dengan hanya beberapa anggota keluarga.,"Setelah mereka meninggalkan pernikahan, mereka pergi makan di restoran yang bagus.",Mereka menjelaskan kepada pelayan bahwa mereka baru saja menikah.,Restoran memutuskan untuk tidak menagih mereka sama sekali untuk makan.
990bb7e6-6372-438e-843f-c453853a6862,Usul,Tom telah berkencan dengan Mary untuk sementara waktu.,Perasaan Tom telah benar -benar berkembang selama bulan -bulan sebelumnya.,Tom meminta Mary untuk menemuinya di restoran khusus.,Itu adalah tempat di mana mereka memiliki kencan pertama.,"Setelah makan malam, Tom meminta Mary untuk menikah dengannya!"
b4982f05-700b-4652-b7e0-c652773b07b2,Agresif!,Tom memutuskan untuk memulai kencan online.,Dia menemukan profil seorang wanita yang menarik.,Tom mengiriminya pesan.,Dia menanggapi dengan balasan yang sangat tidak biasa.,Dia menyuruhnya mati dan meninggalkannya sendirian!
37ed0964-eba7-4303-980c-7c23ac58afbe,Langkah besar,"Suatu hari seorang pria pindah dari New Hampshire ke Aomori, Jepang.",Ada banyak kesamaan antara kedua tempat itu.,"Misalnya, mereka berdua menanam banyak apel.",Pria itu bertemu dengan seorang wanita cantik dan menikah dengannya.,Mereka berdua menjalani hari -hari mereka di pedesaan Jepang.
0a11b4e1-52f5-44b5-9cde-3df54e986a04,Kencan malam,Jumat adalah kencan malam untuk Smiths.,Mereka telah menikah 24 tahun.,Mereka memiliki 4 anak dan semuanya sudah dewasa.,Pada malam kencan mereka biasanya pergi makan malam dan film.,Terkadang bahkan keluar dan bertemu teman untuk minum.
b05dbd00-a5d2-4c16-9f27-18a76c2955c8,Gitar,Tim suka bermain gitar.,Dia berkencan dengan seorang gadis yang sangat dia sukai.,Suatu malam dia memainkan gitar untuknya.,Dia suka menonton dan mendengarkannya bermain gitar.,Dia jatuh cinta padanya setelah mendengarnya bermain gitar.
1e5d00d6-5e4d-4615-a81d-02e1c6ab7243,Usul,Doug dan Liz telah berkencan selama 2 tahun.,Doug siap menikahi Liz.,Dia memutuskan untuk membawanya keluar suatu hari.,"Tiba -tiba, dia berlutut dan melamar.",Dia senang dan berkata ya.
1aaba5ff-c911-45fa-a87c-9a09f10637d8,hari hujan,Lydiette dan Norm akan menikah.,Mereka merencanakan pernikahan besar.,Mereka telah menyewa perencana pernikahan untuk mengurus acara tersebut.,Lydiette memilih pernikahan di luar ruangan.,Hari pernikahan hujan dan semua rencana harus diubah.
4496d6ca-98cc-4c7a-890d-f5b641aa9ccf,Suami saudara perempuan,Adikku telah berkencan dengan pacarnya selama 2 tahun.,Kemarin dia menelepon saya dengan kejutan.,Dia mengatakan kepada saya bahwa pacarnya melamarnya.,"Dia bilang ya, dengan takjub saya.",Saya tidak sabar menunggu pernikahan tahun depan.
01fae7fd-fe38-41e8-bfac-f4c0e28b7485,Single,Dia bergabung dengan situs kencan online.,"Dia masih menikah, dan suaminya tidak tahu.",Dia sangat curiga sehingga dia harus berhati -hati.,Dia perlu menemukan orang lain sebelum dia meninggalkannya.,Dia memutuskan untuk membuat profilnya anonim dan hanya menggunakannya di malam hari.
c2905765-7ae9-4c33-ba05-cb2e7aebe207,Desain,Tim dan Alice akan menikah.,Mereka membeli rumah baru.,Mereka menyewa dekorator interior.,Mereka menyukai pekerjaan yang dilakukan perancang.,Mereka sangat senang dengan rumah baru mereka.
27c6ee9c-460b-4844-9466-71e682f9115a,Reservasi Pernikahan,Putra Susan akan menikah.,Sebagian besar keluarganya berasal dari luar negeri.,Susan membuat reservasi hotel untuk keluarganya.,Keluarganya turun untuk pernikahan.,Keluarga Susan tinggal di hotel.
9c26d48d-c014-4156-b3db-0c73dcbfda95,Cincin kawin,Steven akan menikah.,Dia telah membatalkan musisi yang direncanakan padanya.,Dia mencari pengganti di mana -mana.,Dia pergi ke pernikahan lain.,Dia menemukan penggantinya.
48b8ba34-821e-4a9f-a0c4-de958ad7d2a6,Persahabatan,Tallon bertemu dengan seorang gadis di bus.,Mereka berbicara tentang anime.,Mereka berbicara tentang karakter.,Mereka merasa seperti pasangan yang menikah di sebuah pertunjukan.,Mereka menikah dalam kehidupan nyata.
ff873213-eb50-45ef-b8d3-caf568226695,Kue ulang tahun,Hal dan Tina telah menikah selama satu tahun.,Mereka telah menyimpan sepotong kue pernikahan mereka untuk ulang tahun mereka.,Mereka ingin merayakannya dengan memiliki kue bersama.,"Sepotong kue kering, basi dan rasanya mengerikan.",Hal dan Tina masih memiliki hari jadi yang bahagia.
80b9008d-0691-4b55-b21a-c86d7c9f8bc2,Kehidupan kedua,Herb dan Millie masing -masing hidup lebih lama dari pasangan mereka.,Mereka memutuskan untuk menikah meskipun mereka berdua berusia 80 -an.,Mereka pikir mereka akan memiliki tiga atau empat tahun bersama.,Mereka menikmati waktu mereka bersama dan mereka terus terhubung.,Sekarang dia berusia 99 dan dia berusia 97 dan mereka masih saling menikmati.
3b9d4db8-a428-4499-892d-31239a9f47bc,Pernikahan yang serius,Santana memimpikan pernikahan yang sempurna.,Dia merencanakan semuanya seperti ratu.,Itu akan menjadi serius dan agung.,"Tetapi ketika dia menikah dengan Jed, mereka tidak punya uang.",Jadi mereka membeli permen untuk tamu mereka dan itu harus dilakukan.
a458723a-737e-4efd-b68d-232f5c319a4e,Air mata,Tom telah berkencan dengan pacarnya selama 1 tahun.,Pacarnya mengatakan kepadanya bahwa dia mendapat pekerjaan baru.,Dia mengatakan kepadanya bahwa pekerjaan itu berjarak 1000 mil jauhnya.,Tom mulai menangis.,Mereka mengakhiri hubungan ketika dia pindah.
590f5581-9464-4399-a4d1-a3c37b859eb1,Cincin kawin yang hilang,Anna menikah selama dua puluh tahun dan senang memakai cincin kawinnya.,"Suatu pagi, dia melepas cincin itu untuk mencuci piring.",Dia mengetuk cincin itu dari meja dan masuk ke pembuangan sampah.,Anna berpikir untuk meraih tangannya untuk mendapatkan cincin itu.,"Sebaliknya, dia memanggil tukang ledeng yang memancing cincin itu untuknya."
7c65d84b-e95b-4124-8157-f39ec8aea68e,Pertunjukan kencan,Ethan mencari cinta.,Dia melanjutkan ke pertunjukan kencan.,Dia pikir semua gadis itu agak jelek.,Dia tidak berpikir dia bisa tinggal.,Ethan pulang.
1d346388-8f80-465d-881e-1fb65eb29724,Membeli seekor anjing,Craig sangat kesepian.,Semua temannya mengatakan kepadanya bahwa dia harus menikah.,Mereka tidak menyadari bahwa Craig homoseksual.,Craig mengalami kemalangan untuk hidup di masa yang tidak toleran.,"Jadi Craig membeli seekor anjing, dan akhirnya mati sendirian."
a7ed16dd-fa86-4e81-8552-dd32ab892d1e,Zebra,Jessica dan Eric berkencan.,Mereka pergi ke kebun binatang untuk kencan.,Jessica paling menyukai zebra.,Mereka mengambil banyak foto dengan zebra.,Mereka bersenang -senang di kebun binatang serta melihat foto -foto itu nanti.
3b881315-9fa6-47cd-8fb5-ba64f38d4416,Tanggal,Sami ingin mengesankan kencan barunya.,Dia mengundangnya untuk makan di rumah.,Dia pergi ke toko kelontong dan membeli bahan -bahan untuk lasagna.,Kencannya dipukul oleh keterampilan memasaknya.,"Satu tahun kemudian, Sami dan teman kencannya sudah menikah."
c0207bb3-5300-4811-9ffe-82e92ec0ec3e,Cinta,Saya pernah jatuh cinta dengan seorang pria.,Saya ingin menyembunyikannya tetapi suatu malam dia bertanya tentang perasaan saya.,"Butuh beberapa saat, tetapi akhirnya saya memutuskan untuk memberitahunya.",Dia memeluk saya dan memutuskan untuk mengantarkan saya pulang.,Sekarang saya berharap bahwa kami akan segera menikah!
297f7d21-48bc-4510-820b-f29d083c374d,Barang pendek,Billy ingin menikah dengan Sally.,Dia berlutut untuk melamar.,Dia tampak khawatir.,Dia mengatakan kepadanya bahwa dia tidak bisa menikah dengan seseorang yang begitu pendek.,Dia pulang dan menangis.
68ce8eaa-23f3-4a51-8ddb-3f534cf537b4,Proposal,Evan benar -benar ingin menikah dengan Carly.,Dia berlutut.,Dia mengeluarkan cincin itu.,Dia meminta Carly untuk menikah dengannya.,Dia tidak menerima.
b2def845-c9fb-46b1-9dbc-2facc05f7326,Larry hidup mewah,Larry memiliki pekerjaan yang sangat bagus dengan gaji yang baik.,Dia juga tidak punya rencana untuk menikah atau memiliki anak.,Dia berakhir dengan sejumlah besar uang di rekening banknya.,Dia menyadari bahwa dia tidak memiliki siapa pun untuk meninggalkannya jika dia meninggal.,"Dia mulai melakukan perjalanan, membeli barang -barang bagus dan banyak makan di luar."
60a42f54-b94a-49d4-b73b-60bc60a91c4e,Cinta di Bloom,"Setelah memberi tahu teman saya bahwa saya mencintainya, dia mengajak saya jalan -jalan.",Dia mendudukkan saya dan membelikan saya es krim.,Dia ingin mengungkapkan perasaannya terhadap saya.,Saya kagum pada kedalaman cinta yang dia miliki untuk saya.,Kami kemudian memutuskan untuk menikah.
05763e9a-5bc9-4730-b1e2-b451b68c4544,Penanggalan,Beth adalah seorang wanita lajang.,Dia memutuskan ingin bertemu orang baru.,Dia bergabung dengan kencan online.,Dia berbicara dengan banyak pria.,Dia memulai hubungan monogami dengan satu.
6d509b53-cc4c-49ac-b9b9-1145b18cc2a8,Berjuang,Flora adalah seorang ibu tunggal.,Putrinya memiliki kebutuhan khusus.,Flora berjuang melakukan sesuatu sendiri.,Dia bertemu dengan seorang pria yang sangat menyukainya.,Mereka menikah dan dia membantu putrinya.
e493f272-62bb-46ae-aa3d-b734ad7e5063,Putus,Melissa dan Josh telah berkencan selama 5 tahun.,Akhir -akhir ini mereka banyak bertarung.,Josh memutuskan untuk membawa Melissa untuk makan malam.,Saat makan malam dia memutuskan untuk berbicara dengannya.,Mereka berdua memutuskan sudah waktunya untuk putus.
b3d95c4a-a43f-45d5-bb9d-b462cab03ee9,Bertemu istriku,"Sebelum kami adalah suami dan istri, istri saya akan mengajari saya bahasa Spanyol.","Dia berada di Venezuela dan saya berada di AS, jadi kami berbicara di Skype.",Setelah hampir setahun dia akhirnya menerima visa untuk belajar di AS.,Dia tiba di bandara dan saya menyapanya.,Kami langsung jatuh cinta dan dua tahun kemudian kami menikah.
29fc28c6-0d22-42f3-8a4e-fa4fdb0d4e3a,Irlandia,Tamra selalu ingin mengunjungi Irlandia.,Dia telah bekerja keras dan menghemat uang selama lebih dari lima tahun.,"Setelah dia menikah, suaminya mulai masuk juga.","Pada peringatan lima tahun mereka, mereka membeli tiket ke Irlandia.",Mereka tinggal selama dua minggu dan tidak ingin pergi ketika sudah waktunya.
4ae2c00b-5ef4-4b36-a140-00dfbf8ecba8,Kota favorit,Alex suka bepergian dengan istrinya.,Mereka telah menikah 5 tahun dan liburan setiap tahun.,Perjalanan favoritnya adalah ke Kota Vatikan.,Dia pikir kota itu benar -benar indah.,Mereka berencana untuk kembali lagi di masa depan.
10b46e83-77db-4bd3-8a02-0fa57a4e4397,Cinta tetangga,Sebuah keluarga pindah ke sebelah Tom.,Tom pergi dan memperkenalkan dirinya kepada tetangga baru.,Tom langsung merasakan ketertarikan pada putri mereka yang berusia kuliah.,Tom memintanya untuk makan malam itu juga malam itu!,Sekarang Tom dan gadis itu menikah bahagia.
92da93c3-9cb1-4339-be22-84d8b0b39c8f,Bulan madu yang membosankan,Dan dan Darla menikah di Texas.,Mereka akan menghabiskan bulan madu mereka di Florida.,Hotel mereka ditutup karena badai yang mendekat.,Mereka memutuskan untuk menghabiskan bulan madu di Texas.,Mereka tinggal di kamar hotel mereka dan menonton Laporan Badai di TV.
74533c1b-0bb5-4bed-998f-9094b8bbb57e,Kehidupan baru,Reade menikah dengan kekasih SMA -nya.,"Ketika putra mereka lulus SMA, mereka berjuang.",Mereka mendefinisikan kembali hubungan mereka.,Reade mengajukan perceraian.,Dia pindah dan menginginkan kehidupan baru.
9001d0ff-f6bf-4838-92ea-c7750881bf74,Perceraian,Ben tidak ingin orang tuanya bercerai.,Tapi orang tuanya selalu berkelahi.,"Setelah setiap pertarungan, Ben memohon mereka untuk tetap bersama.",Entah bagaimana dia selalu meyakinkan mereka untuk tetap bersama.,Mereka sangat tidak bahagia selama bertahun -tahun.
b41f1fb2-9d87-455e-aec6-b04b461a4b8a,Telah menikah,Andrew gugup dan bahagia.,Dia akan menikah.,Dia berkeringat karena dia takut dia akan menjadi suami yang buruk.,Dia melihatnya berjalan menyusuri lorong dan saraf hilang.,Dia bilang aku melakukannya dan menciumnya.
1ecfd973-06c0-4822-841f-f588725c98cd,hari yang bergerak,Sydney dan Luis telah berkencan untuk sementara waktu.,Sydney tinggal beberapa jam dari Luis dan ingin bergerak lebih dekat.,Luis membantunya menemukan apartemen lebih dekat ke kotanya.,Sebuah apartemen di ujung jalannya terbuka.,Sydney bersiap -siap untuk pindah akhir pekan ini.
58451a02-14ee-4a32-9221-6ab8f6fda738,Hari pernikahan,Sally bangun hari itu sangat bahagia!,Dia akan menikah.,Dia menata rambutnya dengan baik dan cantik.,Dia mengenakan pakaiannya ke gereja.,Dia menikah dengan suaminya sekarang!
25fbe206-7e17-4bd8-89db-b2dfa2d194ac,Perawatan Militer,Erin menikah dengan seorang pria di Angkatan Darat.,Dia juga terlambat dengan anak pertamanya.,Rumah sakit memberinya obat yang salah ketika dia sedang melahirkan.,Ginjal Erin ditutup.,Erin bersumpah untuk tidak pernah menggunakan rumah sakit militer lagi.
1986a0f7-d981-42e8-9fb8-8a15caa7c164,Meninggalkan,Setiap musim gugur Jane senang menonton warna daun berubah.,Satu tahun daunnya sangat indah.,Jane ingin menikahi tunangannya di antara pohon -pohon musim itu.,"Tapi, dia dikerahkan di Irak.",Ketika dia pulang pada tahun berikutnya pohon -pohon sudah telanjang.
555153a2-8cb3-4500-98dd-82c500187c80,Pertunangan,Josh dan Liz telah berkencan selama 4 bulan.,Dia sudah yakin dia akan menikahinya.,Dia menemukan cincin yang sempurna dan membelinya.,Suatu malam dia membawanya makan malam.,Saat keluar dia melamar dan dia menjawab ya.
85aab1b9-f090-4cb9-98f7-4171bad76018,"Tidak, terima kasih untuk kencan kedua",Suatu kali saya berkencan dengan seorang pria bernama Musa.,Saya pikir tanggalnya berjalan dengan baik.,Dia mengatakan kepada saya bahwa dia tidak akan menelepon saya di akhir tanggal.,Dia akhirnya menelepon saya seminggu kemudian untuk mengajak saya keluar lagi.,Saya mengatakan kepadanya bahwa saya tidak tertarik untuk berkencan dengannya karena dia sangat kasar.
0893e0ed-a18d-4495-adea-426d34cad2c2,Upaya bunuh diri,"Setelah satu tahun menikah, Johnny ingin menceraikan Anita.",Dia bertanya kepadanya mengapa?,Dia berkata karena dia sudah memiliki seorang putra dan harus berurusan dengan ayahnya.,Dia mengingatkannya bahwa mereka tidak berbicara karena Johnny.,Anita mengiris pergelangan tangannya empat kali sebelum Johnny menghentikannya.
370c9b7f-e450-49f5-90c5-6f58fefe04bd,Mencicipi,Tom memberi banyak nilai pada makanan.,Dia membayar makanan mahal.,Dia menghadiri mencicipi anggur.,Dia bertemu cinta dalam hidupnya di acara pencicipan anggur.,Mereka memiliki banyak kesamaan dan akhirnya menikah.
abefbc2e-e29d-49da-bc93-347b6cae7d45,Menari,Tom suka menari.,Dia pergi ke klub salsa.,Dia bertemu wanita yang luar biasa di sana.,Dia berasal dari Meksiko.,Mereka akhirnya menikah dan memiliki anak bersama.
bc2ba831-5a85-443d-8adc-5451a06036ea,Nick dan Lindsay,Nick dan Lindsey berusia delapan belas tahun ketika mereka bertemu.,Mereka pindah bersama.,Lindsay hamil.,Nick tidak menginginkan seorang anak tetapi setuju untuk menjadi ayah.,Mereka sekarang sudah menikah dan membesarkan putra yang cantik.
04c61986-768e-48fd-a3ce-46b6af7ab58e,Kehamilan kencan buta,Tami adalah seorang wanita lajang yang ingin menemukan pacar.,Jadi dia mendaftar untuk situs web kencan.,Dia pikir dia menemukan pertandingan dan pergi berkencan dengannya.,Mereka bergerak sedikit cepat pada kencan pertama mereka dan tidur bersama.,Dua minggu kemudian Tami tahu dia hamil.
528044e1-0652-4a3f-9988-9489176f941d,Belajar menari,Tom telah menikah selama 20 tahun.,Istrinya selalu ingin menari.,"Untuk ulang tahunnya, Tom mengambil pelajaran menari.",Setelah berbulan -bulan dia sangat baik.,Istrinya kagum ketika mereka ingin menari malam itu.
e9f85660-a0ba-4636-aea1-ac7234086c79,Cinta,Suatu hari pasangan bertemu di klub dansa.,Mereka tidak dapat dipisahkan setelah itu.,Mereka ingin menghabiskan seluruh waktu mereka bersama.,Akhirnya setelah bertahun -tahun untuk pria meminta wanita itu untuk menikah dengannya.,Mereka menikah di taman di bawah bulan purnama.
ee0a182c-9d05-49fa-9e6d-7fd143dabdd0,Hari pernikahan,Allante dan Elise bertemu di perguruan tinggi.,"Segera setelah itu, mereka mulai berkencan dan jatuh cinta.","Suatu hari, Allante mengusulkan, dan tentu saja Elise mengatakan ya.","Mereka merencanakan pernikahan yang sempurna, dan semua tamu bersenang -senang.","Pada akhirnya, mereka hidup bahagia selamanya."
7e5a77bd-5368-4fdf-a9b0-4d4bffbb4186,Penolakan,Teman saya Sally baru saja putus dengan pacarnya.,Dia adalah pria yang sudah menikah yang ditangkap oleh istrinya.,Dia meminta Sally untuk tidak berbicara tentang perselingkuhan di FB.,Sally marah dan memposting foto di FB.,Saya mendengar istri pria itu mengancam perceraian.
50832673-b31b-486a-9d46-55763dec50af,Perubahan menit terakhir,Tim akan menikah.,Tunangannya sangat ketakutan tentang hal itu.,Dia terus membuat beberapa perubahan menit terakhir.,Itu agak menegangkan untuk Tim.,Dia berhasil melewatinya dan memiliki pernikahan yang hebat.
234595ae-3593-451d-aa64-6e59ab8ae5f1,Bridal Shower,Susie akan menikah.,Akibatnya saudara perempuannya merencanakan mandi untuknya.,"Ketika sampai pada hadiah, Susie membukanya.",Sayangnya mereka semua sama.,Susie gila.
3b1942d5-856a-42b4-9643-bf6b25866ae3,Gaun,Wanita itu akan menikah hanya dalam sebulan.,Dia memesan gaun dari toko pengantin.,Dia khawatir itu tidak akan tiba tepat waktu.,Gaun itu muncul sehari sebelum pernikahan.,Wanita itu sangat lega dia menangis!
58767e0a-25da-4874-bba5-fa1b577308a9,Adopsi,Teman saya Andy menikah pada tahun 1990.,Dia dan istrinya menginginkan bayi.,"Sayangnya, dia tidak bisa melahirkan anak.",Mereka pergi ke agen adopsi.,Setahun kemudian mereka mengadopsi seorang gadis Rusia.
0f6d80bc-0749-4104-9d94-1e4422e6e262,Upacara Teh,Adik perempuan sepupu Lin saya menikah selama akhir pekan.,Lea adalah orang Cina.,Dia menikah dengan pria kulit putih.,"Sebelum pernikahan, dia melakukan upacara teh Cina.",Ibunya senang dia melakukan ini.
21e5cea7-07be-4278-a2d5-b63f8c37c94b,Baja akan menikah,Steel bertemu dengan seorang pelayan bar bernama Lesley.,Mereka jatuh cinta.,Dia memintanya untuk menikah dengannya.,Dia berkata ya.,Mereka sekarang hidup bahagia selamanya.
ec91ed2b-6a27-4fc4-9495-89da7aaee36d,Pertama kali lahir,Paul dan Debra telah menikah selama tiga tahun.,Mereka mengharapkan anak pertama mereka segera.,Pasangan itu tiba di rumah sakit pada suatu malam.,"Debra sedang dalam persalinan selama beberapa jam, tetapi Paul tetap di sisinya.",Dia melahirkan bayi laki -laki yang sehat tepat setelah tengah malam.
7c4bb2db-e420-421b-860b-bf2b04786be7,20 tahun dan masih jatuh cinta,Jay dan Ren adalah kekasih sekolah menengah dan cinta pertama satu sama lain.,Tepat setelah lulus SMA mereka menikah.,Tetapi setelah 7 tahun Ren memutuskan dia ingin bercerai.,Jay tidak ingin perceraian dan dengan enggan menandatangani surat cerai.,Mereka telah bercerai selama 20 tahun tetapi Jay masih jatuh cinta dengan Ren.
472e912b-a297-460f-9e02-6f62a415677f,Jarak jauh,Greg bertemu Alissa melalui internet.,"Ketika mereka tinggal seribu mil jauhnya, mereka bersumpah untuk hanya tetap berteman.","Tetapi seiring berjalannya waktu, mereka tidak bisa menyangkal ketertarikan mereka.",Jadi mereka harus berurusan dengan hubungan jarak jauh.,Sampai Greg memutuskan untuk pindah agar lebih dekat ke Alissa dan menikahinya.
6df7330f-94f5-4658-a216-49f58f454db4,Naksir tua,Nathalie naksir Sebastian.,"Ketika dia menikah, itu adalah hari paling menyedihkan dalam hidupnya.",Dia melihatnya berjalan di lorong dan menikahi wanita yang dia cintai.,"Dan ketika dia pulang, dia mabuk sendirian.",Butuh waktu lebih dari setahun untuk mengatasinya dan berkencan dengan orang lain lagi.
